0,1
必胜客餐厅,必胜客
满哥甜品,满哥甜品
布维记,布维记
华莱士炸鸡汉堡,华莱士
树心旁千层蛋糕,树心旁
坎爷秘制火锅,坎爷秘制
豪享来牛排,豪享来
布歌东京MvukeTokyo,"布歌东京, mvuke tokyo, mvuketokyo"
周麻婆,周麻婆
乡村基,"乡村基, CSC"
奉茶,"奉茶, FANG CHA, FANGCHA"
奶茶工坊,奶茶工坊
王品台塑牛排,王品台塑牛排
优多c,优多C
巧滋巧味甜甜圈,巧滋巧味
斯利美,斯利美
滇草香云南原生态汤火锅,滇草香
COMEBUY甘杯,"甘杯, COMEBUY"
和合谷,和合谷
鱼一哥红川椒鱼庄,鱼一哥
茶玛,"茶玛, TEAMACC"
布歌东京,"布歌东京, mvuke tokyo, mvuketokyo"
宇治茶铺,宇治茶铺
EI MIO冻酸奶店,"爱咪欧, Ei mio, Eimio"
cititee吸吉茶,"吸吉茶, CITITEA, CITITEE"
宫悦贡茶,宫悦贡茶
米多面多,"米多面多, MIDOU"
张凑凑自助小火锅,凑凑
仙芋传奇,仙芋传奇
辛发亭,辛发亭
图兰朵,"图兰朵, Turandot"
85度tea奶茶·豪来都大鸡排,85度tea
DairyQueen,"冰雪皇后, Dairy Queen, DairyQueen"
口渴了饮品,口渴了
heekcaa皇茶,"喜茶, HEEKCAA"
缤果鲜茶,缤果鲜茶
重庆乡水源火锅,乡水源
佳客来,"佳客来, JOYCALLER"
星巴克,"星巴克, Starbucks"
重庆喜缘火锅,喜缘火锅
石二锅,石二锅
石二锅,石二锅
玛格利塔,"玛格利塔, Magritta"
仙芋世家,仙芋世家
千味涮,千味涮
大快活快餐,大快活
暹香泰茶,暹香泰茶
古茗,古茗
恋暖初茶,恋暖初茶
麦隆咖啡,"麦隆咖啡, MELLOWER"
辣莊老火锅,辣莊
牛b奶奶奶茶店,牛B奶奶
张阿姨奶茶,张阿姨奶茶
庆丰包子铺,庆丰包子铺
谭鸭血老火锅,谭鸭血
冰果彩虹,"冰果彩虹, ICEGOBOW"
泰芒了,泰芒了
宇治茶铺,宇治茶铺
玛格利塔现烤比萨,"玛格利塔, Magritta"
皇城老妈,皇城老妈
和合谷,和合谷
COMEBUY甘杯,"甘杯, COMEBUY"
蒸美味,蒸美味
屿蓝湾鲜果茶,屿蓝湾鲜果茶
椒麻鸡火锅,椒麻鸡
东方饺子王,东方饺子王
轰咖咖喱饭,轰咖咖喱饭
电台巷子火锅,电台巷
8波茶,"8波茶, 8 bo tea, 8botea, 8bo tea"
欧米奇手工烘焙坊,"欧米奇, AMICI COFFEE, AMICICOFFEE"
酷q杯,"酷Q, COOL Q, COOLQ"
找道茶,找道茶
迪欧咖啡,迪欧咖啡
东方既白,东方既白
东方宫兰州拉面,东方宫
ICEASON,"爱茜茜里, iceason"
天府辣莊,辣莊
茶桔便,"茶桔便, Hey Juice, HeyJuice"
奉茶,"奉茶, FANG CHA, FANGCHA"
薡茶,"薡茶, ding tea, dingtea"
圣巴里,"圣巴里, SUNPARTY"
雕刻时光,雕刻时光
宇治茶铺,宇治茶铺
泡泡撞茶,泡泡撞茶
索菲克牛排披萨餐厅,"索菲克, Sofeco"
轰咖咖喱饭,轰咖咖喱饭
李先生森串串香,"李先生, Mrlee"
毛家饭店,毛家饭店
新元素轻食,"新元素, Elementfresh"
查理布朗咖啡专门店,查理布朗
必胜客,必胜客
雅岛英皇茶,雅岛英皇茶
北家姓转转小火锅,北家姓
优芭,"优芭, YOBA"
麦当劳,"麦当劳, ""MCDONALDS"""
蓝象廷泰锅,蓝象廷
李先生牛肉面大王,"李先生, Mrlee"
X造杯,X造杯
喜栈优品,"喜栈, XZ"
印茶,"印茶, INCHA"
御厨传奇,御厨传奇
8090鲜萃茶,8090鲜萃茶
重庆德庄火锅,德庄火锅
Hollys Coffee 豪丽斯咖啡,"豪丽斯, HOLLYS COFFEE, HOLLYSCOFFEE"
彤德莱,彤德莱
乌铁茶集,乌铁茶集
宏状元粥,宏状元
彤德莱火锅,彤德莱
乡村基,"乡村基, CSC"
泡泡撞茶,泡泡撞茶
老娘舅,老娘舅
集渔海鲜火锅,集渔
半兽人料理店,半兽人
赛百味餐馆,"赛百味, SUBWAY"
jazcu,"珍仕菓, Jazcu"
内蒙小尾羊羊肉片,小尾羊
味蜀吾精品食府,味蜀吾
奶茶博士,奶茶博士
茶里茶里,茶里茶里
芒果芒果港式甜品,"芒果芒果, Mango Mango, MangoMango"
麻里麻里香锅,麻里麻里香锅
御厨传奇,御厨传奇
台资味,台资味
西少爷肉夹馍,西少爷
恋暖初茶,恋暖初茶
辛迪果饮,"辛迪果饮, cider drink, ciderdrink"
虾吃虾涮,虾吃虾涮
优格花园,优格花园
陈记顺和潮汕牛肉火锅,陈记顺和潮汕牛肉
百味记小郡肝砂罐串串,百味记小郡肝
漾漾好贡茶,漾漾好贡茶
阿香婆火锅,阿香婆
猫屎咖啡,猫屎咖啡
东方既白,东方既白
喜年贡茶,喜年贡茶
珍氏小肥羊山西铝厂分店,小肥羊
芒可甜品,芒可
西少爷肉夹馍,西少爷
豪口福牛肉面,豪口福
味千拉面,"味千拉面, 较大的休闲餐厅连锁经营商"
海岸茶度,海岸茶度
豪客来牛排,"豪客来, houcaller"
聪少甜品,聪少甜品
杏记甜品,杏记甜品
和合谷,和合谷
缤果鲜茶,缤果鲜茶
炊二哥炒菜馆,炊二哥
奉茶茶恋花,"奉茶, FANG CHA, FANGCHA"
大渝火锅,大渝火锅
铁锅门养身香辣馆,铁锅门养身香辣馆
摸错门牛肚王,摸错门牛肚王
屿蓝湾鲜果茶,屿蓝湾鲜果茶
贡茶奶茶店,贡茶
楼上火锅,楼上火锅
玺芝王茶,玺芝王茶
VOX唯餐厅,"唯咖啡, VOX"
茶米,"茶米, CHAME"
丽华快餐,丽华快餐
茶色倾城,茶色倾城
台资味,台资味
50岚鲜茶,50岚鲜茶
老乡鸡,老乡鸡
Ei mio,"爱咪欧, Ei mio, Eimio"
TASTYCOFFEE品味咖啡,"西堤牛排, Tasty"
VOX.COFFEE,"唯咖啡, VOX"
KIKA,kika
半兽人旋转自助火锅,半兽人
BIGPIZZA,"比格, Big Pizza, BigPizza"
东方既白,东方既白
罗帝可可咖啡吧,"罗帝可可, RODICOCO"
研磨时光咖啡,研磨时光
大龙燚,大龙燚
酷q杯,"酷Q, COOL Q, COOLQ"
cremia,Cremia
重庆过江龙火锅,过江龙火锅
喜乐芝,"喜乐芝, XEELEEZ"
YO!Tea有茶,"有茶, YO! Tea, YO!Tea"
零度乐园,"零度乐园, Zero Park, ZeroPark"
红屋牛排,红屋牛排
ZOOCOFFEE,"动物园咖啡, zoo coffee, zoocoffee"
塞纳左岸西餐厅,"塞纳左岸, SanaZoan"
美滋美味麻辣烫,美滋美
Coffee Box,"连咖啡, Coffee Box, CoffeeBox"
8波茶8botea,"8波茶, 8 bo tea, 8botea, 8bo tea"
咖啡陪你,"咖啡陪你, Caffebene"
辣府渔庄,辣府
西少爷快餐,西少爷
麦咖啡,"麦咖啡, McCafe"
西尾抹茶,西尾抹茶
屿蓝湾鲜果茶,屿蓝湾鲜果茶
鱼豆吉·豆浆鱼火锅,鱼豆吉
坎爷秘制火锅,坎爷秘制
掂档潮汕牛肉火锅,掂档潮汕牛肉
YUMMY果砸！,"雅蜜优格, yummy"
红屋牛排馆,红屋牛排
泰芒了,泰芒了
重庆小天鹅火锅,重庆小天鹅
吉野家,吉野家
东来顺餐馆,东来顺
尚客优品快餐厅,尚客优品
老港记,老港记
川味观火锅制造,川味观
阿旺茶,"阿旺茶, AWON"
萃茶师,萃茶师
避风港奶茶,避风港
vq鲜榨果汁,VQ鲜榨果汁
o2小氧,o2小氧
五条人糖水铺,五条人糖水铺
觅甜记甜品,觅甜记
五条人糖水铺,五条人糖水铺
公主馋港式甜品小站,公主馋
辣莊重庆老火锅,辣莊
麻里麻里香锅,麻里麻里香锅
水天堂铁板烧,水天堂
毛家饭店,毛家饭店
甜品工房,甜品工房
舞茶道,舞茶道
集集小镇,集集小镇
一夫茶,一夫茶
50岚鲜茶连锁,50岚鲜茶
胡须张鲁肉饭,胡须张
微.咖啡studio,"微咖啡, MicroCoffee"
布歌东京MvukeTokyo,"布歌东京, mvuke tokyo, mvuketokyo"
蒸美味,蒸美味
皇冕皇茶,皇冕皇茶
上岛咖啡,上岛咖啡
小龙坎老火锅,小龙坎老火锅
Casualmart Cafe,"Casual Mart, CasualMart"
乌铁茶集,乌铁茶集
恋暖初茶,恋暖初茶
THEONE,"炭茶, THEONE"
小肥羊,小肥羊
重庆巴山味庄火锅食府,巴山味庄
口渴了,口渴了
蛋挞王子一号店,蛋挞王
一芳台湾水果茶,一芳台湾水果茶
鲜茶趣,鲜茶趣
茶颜茶语奶茶店,茶颜茶语
和合谷,和合谷
素匠泰茶,素匠泰茶
贵族世家牛排,贵族世家牛排
沙美花庭,沙美花庭
辛迪果饮,"辛迪果饮, cider drink, ciderdrink"
小尾羊,小尾羊
品尚豆捞,品尚豆捞
恋尚哥老官,"哥老官, 哥老官美蛙鱼头"
乡村基,"乡村基, CSC"
呷哺呷哺,呷哺呷哺
黄记煌,黄记煌
茶家,茶家
小肥羊汤锅,小肥羊
玛丽莲甜品,玛丽莲
比格简餐,"比格, Big Pizza, BigPizza"
金五门秘制火锅,金五门
港芝悦港式茶点,港芝悦
研磨时光咖啡语茶,研磨时光
锅小二鸡公煲,锅小二
豪尚豪牛排馆,豪尚豪
蛋仔小茶,蛋仔小茶
来必堡,来必堡
Seesaw Coffee,"西舍咖啡, Seesaw Coffee, SeesawCoffee"
正新鸡排,正新鸡排
蛋挞工坊,"蛋挞工坊, Milktars"
马克西姆,"马克西姆, Maxims"
一点味餐厅,一点味餐厅
爵士岛咖啡,爵士岛咖啡
蓝象廷泰式小火锅,蓝象廷
喜栈,"喜栈, XZ"
巧芋工坊,巧芋工坊
MICROCOFFEE,"微咖啡, MicroCoffee"
咖啡陪你,"咖啡陪你, Caffebene"
HEY JUICE 茶桔便,"茶桔便, Hey Juice, HeyJuice"
华莱士炸鸡汉堡,华莱士
川味观,川味观
德克士,"德克士, Dicos"
快乐柠檬,"快乐柠檬, Happy lemon, Happylemon"
豪尚豪牛排馆,豪尚豪
七杯茶,七杯茶
千味涮,千味涮
孝文家茶,孝文家茶
西舍咖啡,"西舍咖啡, Seesaw Coffee, SeesawCoffee"
华莱士,华莱士
乐乐茶饮,"乐乐茶, LELECHA, LE LE CHA"
如创于茶,如创于茶
轰咖咖喱饭,轰咖咖喱饭
全城寻味,全城寻味
喜虾客火锅店,喜虾客
PORTTEA葡茶,"葡茶, Port Tea, PortTea"
MISSMILK美思密可酸奶,"MissMilk酸奶家族, MissMilk"
乡村基,"乡村基, CSC"
滇草香云南原生态汤火锅,滇草香
重庆齐齐火锅,齐齐火锅
欢乐柠檬,欢乐柠檬
屿蓝湾鲜果茶,屿蓝湾鲜果茶
巴山味庄串串香主题餐厅,巴山味庄
炊二哥火锅,炊二哥
小摘堂茶,小摘堂茶
泰芒了,泰芒了
请用茶,请用茶
ANSWERTEA答案茶,"答案, ANSWER TEA, ANSWERTEA"
四海游龙,四海游龙
bbq烧烤,"比比客, bbq"
百味澳门豆捞,澳门豆捞
塞纳左岸咖啡,"塞纳左岸, SsanaZoan"
玺芝王茶,玺芝王茶
布歌东京,"布歌东京, mvuke tokyo, mvuketokyo"
相思蜜哒,相思蜜哒
西堤岛咖啡,西堤岛咖啡
和合谷,和合谷
StayReal Café,StayReal
潘师傅中式营养餐厅,潘师傅
东方饺子王,东方饺子王
尼珂波咖啡站,"尼珂波咖啡, NICBOOY"
亚惠美食城,亚惠美食
品尚豆捞,品尚豆捞
大头椰,大头椰
王子拉茶,王子拉茶
真材实料健康煮意,健康煮
X造杯,X造杯
松竹园酒店,松竹
重庆小天鹅火锅,重庆小天鹅
和合谷,和合谷
喜年贡茶,喜年贡茶
记忆年代老火锅,"记忆年代老火锅, 记忆.年代老火锅"
屿蓝湾鲜果茶,屿蓝湾鲜果茶
inWE因味茶,"因味茶, inWE"
唯客多茶餐厅,唯客
吉野家,吉野家
鹿野茶事,鹿野茶事
雪花姐姐,雪花姐姐
恒记甜品,恒记甜品
茶之道,茶之道
茶之道,茶之道
斗牛士牛排餐厅,斗牛士牛排
珍仕菓鲜榨果汁JAZCU,"珍仕菓, Jazcu"
奈雪の茶,奈雪の茶
黑泷堂,黑泷堂
蓝山咖啡馆,蓝山咖啡
糖半甜生日蛋糕店,糖半甜
芒可甜品,芒可
德庄火锅,德庄火锅
一芳台湾水果茶,一芳台湾水果茶
大家乐,大家乐
伊示雅咖啡,"伊示雅, ISHIJAH"
黑泷太郎,黑泷太郎
赛百味快餐,"赛百味, SUBWAY"
阿香婆欢乐火锅,阿香婆
水玉丸作,水玉丸作
彤德莱火锅,彤德莱
趣捞坊火锅店,趣捞
重庆秦妈火锅,秦妈火锅
yummy饼屋,"雅蜜优格, yummy"
呷哺呷哺,呷哺呷哺
四川香天下,香天下
SPR COFFEE,"SPR咖啡, SPR COFFEE, SPRCOFFEE"
有家酸菜鱼,有家酸菜鱼
汕头八合里海记牛肉,八合里海记
红舵码头,红舵码头
沙美花庭,沙美花庭
世界茶饮,世界茶饮
趣捞鲜牛肉火锅,趣捞
巴奴毛肚火锅,巴奴毛肚
宫悦贡茶,宫悦贡茶
小辉哥屋头串串香,小辉哥
茶颜悦色,茶颜悦色
寻芋记,寻芋记
茶米生活?海苔饭团,"茶米, CHAME"
年年大丰收鱼庄,年年大丰收鱼庄
乡水源头,乡水源
鹿谷製茶,鹿谷製茶
豪尚豪牛排馆,豪尚豪
口渴了饮品,口渴了
答案茶,"答案, ANSWER TEA, ANSWERTEA"
Port tea葡茶,"葡茶, Port Tea, PortTea"
初代宇治抹茶,初代宇治抹茶
嗑茶,嗑茶
My coffee·1898,"MY COFFEE, MYCOFFEE"
东方宫中國蘭州牛肉拉麺,东方宫
爵士岛咖啡饮品店,爵士岛咖啡
荼啡茶,荼啡茶
三元梅园,三元梅园
德庄火锅,德庄火锅
漫猫咖啡厅,漫猫咖啡
Eimio爱咪欧冻酸奶,"爱咪欧, Ei mio, Eimio"
小尾羊欢乐牧场自助餐厅,小尾羊
一品三笑餐馆,一品三笑
逸美时光咖啡,逸美时光
Diosa chocolate,"蒂奥莎, DIOSA"
尼珂波咖啡站,"尼珂波咖啡, NICBOOY"
蛙小侠,蛙小侠
良木缘咖啡西餐,良木缘
CoffeeBox,"连咖啡, Coffee Box, CoffeeBox"
米多面多,"米多面多, MIDOU"
东来顺饼铺家常菜,东来顺
周麻婆,周麻婆
米莫的茶,米莫的茶
来必堡,来必堡
重庆德庄火锅,德庄火锅
趣捞旋转小火锅,趣捞
帝娜朵拉,帝娜朵拉
齐齐火锅,齐齐火锅
永和大王,"永和大王, 台式风味的精致快餐"
乡村基,"乡村基, CSC"
周麻婆,周麻婆
卡淇乐,卡淇乐
上岛咖啡,上岛咖啡
四云奶盖贡茶,四云奶盖贡茶
麦隆咖啡,"麦隆咖啡, MELLOWER"
贵族世家牛排,贵族世家牛排
口渴了饮品,口渴了
玛格利塔,"玛格利塔, Magritta"
秦妈火锅,秦妈火锅
luckincoffeelss,"瑞幸咖啡, luckin"
乌铁茶集,乌铁茶集
秋叶塘甜品,秋叶塘
辣府,辣府
粥全粥到,粥全粥到
1点点,"1点点, 1點點"
东方宫牛肉面,东方宫
集集小镇,集集小镇
李先生火锅串串?清真店,"李先生, Mrlee"
fresh mix鲜果优,"鲜果优, Fresh MIX, FreshMIX"
年年大丰收鱼庄,年年大丰收鱼庄
聪少甜品,聪少甜品
百年老妈火锅,百年老妈
有拈头·成都市井火锅,有拈头
一只酸奶牛,一只酸奶牛
马兰拉面,"马兰拉面, Malan"
茶托邦,茶托邦
雀圣冰室,雀圣冰室
THEONE奶茶店,"炭茶, THEONE"
蜜菓师,蜜菓
御厨传奇火锅,御厨传奇
miss宋抹茶,miss宋
恒记甜品,恒记甜品
巧芋工坊,巧芋工坊
斗牛士牛排餐厅,斗牛士牛排
青沫茶颜,青沫茶颜
巴四老城区炭火蛙锅,巴四老城区炭火蛙锅
一点味餐厅,一点味餐厅
雕刻时光咖啡馆,雕刻时光
必来客,"必来客, BELIKE"
毋米粥.牛杂煲,毋米粥
好伦哥,"好伦哥, Origus"
雅山牛肉饭,"雅山, gazan"
一点味餐厅,一点味餐厅
找茶趣,"找茶, I tea, Itea"
八合里海记,八合里海记
汤饱宝,汤饱宝
正新鸡排,正新鸡排
丹堤咖啡,丹堤咖啡
来必堡,来必堡
雪花屋,"雪花屋, SNOW HOUSE, SNOWHOUSE"
嘉和一品茶艺,嘉和一品
Fuel Espresso,"Fuel Espresso, FuelEspresso"
千味涮自选火锅城,千味涮
TeddyBus泰迪巴士,"泰迪咖啡, Teddy"
炊二哥土火锅,炊二哥
重庆小天鹅,重庆小天鹅
尚上捞火锅店,尚上捞
蓝湾咖啡,蓝湾咖啡
雕刻时光咖啡馆,雕刻时光
大快活,大快活
朝茶,朝茶
那都不是锅港式打边炉,那都不是锅
星期五披萨,"星期五, FRIDAYS"
老乡鸡,老乡鸡
不二锅,不二锅
云潞咖啡,云潞
雪花姐姐,雪花姐姐
MUSANG KING 猫山王,"猫山王, Musang King, MusangKing"
不二锅FUJIPOT小火锅,不二锅
豪享来牛排,豪享来
鹿谷製茶,鹿谷製茶
辣莊火锅店,辣莊
一陌茶旅,一陌茶旅
恒记甜品,恒记甜品
玺芝王茶,玺芝王茶
乐在甜品,"乐在甜品, LE JOY, LEJOY"
雅山,"雅山, gazan"
味千拉面,"味千拉面, 较大的休闲餐厅连锁经营商"
淘汰郎小火锅外送,淘汰郎
豪尚豪牛排馆,豪尚豪
麻辣小屋花甲粉,麻辣小屋
米莫的茶Mimo,米莫的茶
满记甜品,满记甜品
呷哺呷哺,呷哺呷哺
乡村基,"乡村基, CSC"
磨咖小镇,磨咖小镇
东来顺鲶鱼火锅,东来顺
禄鼎记蘸水菜,禄鼎记
禄鼎记食家,禄鼎记
咖啡陪你,"咖啡陪你, Caffebene"
赛百味,"赛百味, SUBWAY"
7分甜,7分甜
Yummy cake杨米蛋糕店,"雅蜜优格, yummy"
麦隆咖啡,"麦隆咖啡, MELLOWER"
站亭,"站亭, Donut stop, Donutstop"
LITTLE BEAN,"LITTLE BEAN, LITTLEBEAN"
巴奴不二青年火锅,巴奴
丹堤咖啡,丹堤咖啡
两岸咖啡,两岸咖啡
爱思米快餐营养粥,"爱思米, Kissme"
觅糖记?美颜糖水甜品,"觅糖记, MeetDessert"
吉祥馄饨面,吉祥馄饨
花逅嘿串串,花逅
TheOne韩式炸鸡,"炭茶, THEONE"
亲爱的郭,亲爱的郭
贵族世家牛排,贵族世家牛排
轻觅甜味QM,轻觅
酒窝甜品,酒窝甜品
湾捞王餐馆,捞王
宫悦贡茶,宫悦贡茶
亚惠美食市集,亚惠美食
丽华快餐,丽华快餐
Micat薄荷猫美式冻酸奶,"薄荷猫, Micat"
港饮之港知行,港饮之港
爵士岛咖啡,爵士岛咖啡
喜虾客,喜虾客
丹堤咖啡,丹堤咖啡
下一站奶茶,下一站奶茶
COCO,"都可, COCO, 都可茶饮"
黑龙茶,黑龙茶
不二茶铺FuJiTea,不二茶铺
北家姓转转小火锅,北家姓
老娘舅,老娘舅
坎爷秘制火锅,坎爷秘制
椒麻鸡 鱼来鱼旺,椒麻鸡
茶风暴,茶风暴
优多C果汁,优多C
非茶不可,非茶不可
榴莲一品,榴莲一品
一品三笑,一品三笑
茶颜悦色网红奶茶,茶颜悦色
密密骨羊蝎子,密密骨羊蝎子
愉筷客运中心店,愉筷
老乡鸡,老乡鸡
川味观,川味观
摸错门牛肚王,摸错门牛肚王
茉沏,茉沏
陈佬鸽养生乳鸽馆,陈佬鸽
豪客来牛排,"豪客来, houcaller"
甜甜圈Komi,"甜甜圈, DAYLIGHT DONUTS, DAYLIGHTDONUTS"
茉沏,茉沏
喜虾客,喜虾客
欢乐柠檬,欢乐柠檬
百味记小郡肝砂罐串串,百味记小郡肝
老港记,老港记
Coffee Box,"连咖啡, Coffee Box, CoffeeBox"
茶咖道,茶咖道
雅山烤鱼,"雅山, gazan"
集集小镇,集集小镇
奇火锅,奇火锅
萨莉亚意式餐厅,"萨莉亚, Saizeriya"
面点王,面点王
周麻婆,周麻婆
亚惠美食厨房,亚惠美食
星期五烧烤店,"星期五, FRIDAYS"
厚呷-台式茶饮制造,"厚呷, HOUJIA"
迪欧咖啡,迪欧咖啡
澳门豆捞,澳门豆捞
海底捞外送,海底捞
食通天美食广场,食通天美食广场
豪享来,豪享来
芋贵圆,芋贵圆
茶与布朗,茶与布朗
有拈头·成都市井火锅,有拈头
陶然居,陶然居
8090鲜萃茶手游馆,8090鲜萃茶
二人锅,二人锅
永和大王,"永和大王, 台式风味的精致快餐"
蜜菓,蜜菓
易思凯斯咖啡店,"易思凯斯, Esquires"
三不牛腩,三不牛腩
Yummy水果捞,"雅蜜优格, yummy"
布歌东京MvukeTokyo,"布歌东京, mvuke tokyo, mvuketokyo"
室町品茶,室町品茶
小南国 天下之味,小南国
嗲茶,嗲茶
大龙燚火锅,大龙燚
鲜果时间,鲜果时间
泡泡撞茶,泡泡撞茶
kissme潮牌便当,"爱思米, Kissme"
小蒙牛顶级麻辣养生锅,小蒙牛
塞纳左岸·咖啡,"塞纳左岸, SsanaZoan"
粥全粥到,粥全粥到
茶桔便,"茶桔便, Hey Juice, HeyJuice"
漫猫咖啡MANCAT COFFEE,漫猫咖啡
滇缅会馆·小肥羊店,小肥羊
柠檬皇后,柠檬皇后
咖啡陪你,"咖啡陪你, Caffebene"
如创于茶,如创于茶
阿华大虾,阿华大虾
x造杯,X造杯
口渴了饮品,口渴了
C多多,c多多
luckin coffee瑞幸咖啡,"瑞幸咖啡, luckin"
佳佳基三山餐厅,佳佳基
味千拉面,"味千拉面, 较大的休闲餐厅连锁经营商"
千味涮,千味涮
连咖啡Coffee Box,"连咖啡, Coffee Box, CoffeeBox"
雅山快餐,"雅山, gazan"
丹堤咖啡,丹堤咖啡
辛发亭,辛发亭
上岛咖啡,上岛咖啡
川江号子美食城,川江号子
觅糖记?美颜糖水甜品,"觅糖记, MeetDessert"
芋观园,芋观园
德克士,"德克士, Dicos"
台中牛排馆&元太祖蒙古烤肉,台中牛排馆
半兽人料理旋转火锅店,半兽人
问茶,问茶
集渔·泰式海鲜火锅,集渔
马兰拉面,"马兰拉面, Malan"
大快活,大快活
找茶趣贡茶,"找茶, I tea, Itea"
辣莊,辣莊
蜀大侠火锅,蜀大侠
阿华大虾,阿华大虾
潘师傅馋面,潘师傅
鱼一哥宝塔锅王,鱼一哥
星巴克,"星巴克, Starbucks"
许留山,许留山
雅山,"雅山, gazan"
蒸膳美都乐餐饮联盟,蒸膳美
重庆齐齐火锅,齐齐火锅
皇冕皇茶店,皇冕皇茶
小龙坎老火锅,小龙坎老火锅
布维记,布维记
香芋仙,香芋仙
百旗氏,"百旗氏, BQS"
红舵码头,红舵码头
蜜果,蜜果
老娘舅,老娘舅
弥茶,弥茶
哆可,哆可
LeJoy Cafe,"乐在甜品, LE JOY, LEJOY"
壹早壹碗豆腐脑,壹早壹碗
鲜茶趣,鲜茶趣
尼珂波咖啡站,"尼珂波咖啡, NICBOOY"
甜甜圈&TEA,"甜甜圈, DAYLIGHT DONUTS, DAYLIGHTDONUTS"
雅山和式牛肉饭,"雅山, gazan"
50岚鲜茶专卖连锁,50岚鲜茶
亚惠美食广场,亚惠美食
李先生加州牛肉面大王,"李先生, Mrlee"
SweetCorner甜蜜转身,"甜蜜转身, Sweet Corner, SweetCorner"
轰咖咖喱饭,轰咖咖喱饭
彤德莱火锅,彤德莱
黑玉奶茶,黑玉奶茶
雪冰元素,雪冰
粥鼎记,粥鼎记
毋米粥开煲,毋米粥
川渝部落,川渝部落
theone唯一饮品,"炭茶, THEONE"
不二锅FUJIPOT小火锅,不二锅
鱼尚鲜蒸汽石锅鱼,鱼尚鲜
战锅策尚膳厨坊,战锅策
载沅家炒酸奶厚街,载沅家
鲜果港,鲜果港
蒂奥莎烘焙,"蒂奥莎, DIOSA"
乐乐茶馆,"乐乐茶, LELECHA, LE LE CHA"
DunkinDonuts唐恩都乐,"唐恩都乐, dunkin donuts, dunkindonuts"
面点王,面点王
曼妙午后,曼妙午后
和合谷,和合谷
猫屎咖啡,猫屎咖啡
乐乐茶、咖啡,"乐乐茶, LELECHA, LE LE CHA"
夏日沫沫茶,夏日沫沫茶
芋观园,芋观园
Leonidas Chocolate,"利奥尼达斯, LEONIDAS"
TEDDY café,"泰迪咖啡, Teddy"
Port Tea葡茶,"葡茶, Port Tea, PortTea"
Leonidas,"利奥尼达斯, LEONIDAS"
莫凡彼CAFE & ICE CREAM,"莫凡彼, Movenpick"
Cititea,"吸吉茶, CITITEA, CITITEE"
illy咖啡,illy咖啡
贵族世家牛排,贵族世家牛排
壹早壹碗豆腐脑,壹早壹碗
猫屎咖啡下午茶，蚝门夜店,猫屎咖啡
茶百道,茶百道
松竹林休闲农庄,松竹
知乎茶也,知乎茶也
五条人糖水铺,五条人糖水铺
喜虾客,喜虾客
爵士岛咖啡,爵士岛咖啡
o2小氧,o2小氧
SPR咖啡,"SPR咖啡, SPR COFFEE, SPRCOFFEE"
苏阁鲜茶,苏阁鲜茶
贵族世家牛排,贵族世家牛排
水天堂西餐厅,水天堂
华莱士炸鸡汉堡,华莱士
欢乐柠檬,欢乐柠檬
布维记,布维记
vq鲜榨果汁,VQ鲜榨果汁
一只酸奶牛,一只酸奶牛
和茶仓奶茶,和茶仓
咖啡陪你,"咖啡陪你, Caffebene"
鲜果时间,鲜果时间
萃茶师,萃茶师
小红袍龙虾馆,小红袍
巴奴毛肚火锅,巴奴毛肚
老磨坊羊汤馆,老磨坊
厚呷,"厚呷, HOUJIA"
杏记甜品,杏记甜品
黔乡牧人,黔乡牧人
鲜果港,鲜果港
北家姓转转小火锅,北家姓
钱都日式涮涮锅,钱都日式涮涮锅
千味涮涮烤自助,千味涮
Yummy Donuts甜甜圈,"雅蜜优格, yummy"
肯德基,"肯德基, KFC"
查理布朗咖啡专门店,查理布朗
两岸咖啡,两岸咖啡
onadore安乃迪尔,"安乃迪尔, ONadore"
冰雪皇后,"冰雪皇后, Dairy Queen, DairyQueen"
蒂奥莎diosa,"蒂奥莎, DIOSA"
汉堡王,"汉堡王, BurgerKing"
米集盒,米集盒
重庆秦妈火锅,秦妈火锅
有拈头成都市井火锅,有拈头
movo.boutique,"摩威冰淇淋, movo"
仙芋世家,仙芋世家
淳百味,淳百味
澳门豆捞,澳门豆捞
INCHA印茶黑金,"印茶, INCHA"
楼上火锅城,楼上火锅
重庆小天鹅火锅,重庆小天鹅
爷茶,"爷茶, GRANDPA"
宇治茶铺,宇治茶铺
CITITEE一吸吉茶,"吸吉茶, CITITEA, CITITEE"
Sizzler时时乐西餐厅,"时时乐, Sizzler"
新作之茶,新作之茶
全城寻味美食屋,全城寻味
segafredo咖啡,Segafredo
朵娜贝拉,"朵娜贝拉, dorabella"
珍仕菓鲜榨果汁JAZCU,"珍仕菓, Jazcu"
猫屎咖啡,猫屎咖啡
漫猫咖啡,漫猫咖啡
小南国,小南国
COMEBUY甘杯,"甘杯, COMEBUY"
一只酸奶牛,一只酸奶牛
鱼一哥宝塔锅王,鱼一哥
茶色倾城,茶色倾城
永和大王,"永和大王, 台式风味的精致快餐"
石二锅,石二锅
我呀便当,我呀便当
黄记煌三汁焖锅,黄记煌
汤饱宝,汤饱宝
淘汰郎小火锅重庆店,淘汰郎
雪冰之恋,雪冰
狗不理汤包,狗不理
永和豆浆美食城,永和豆浆
pacific coffee company,Pacific Coffee
巴四老城区炭火蛙锅,巴四老城区炭火蛙锅
